ISBN;title;author;year;publisher
60002530;Pretend I'm Not Here;Chris Gavaler;2002;HarperTorch
60002697;The Lily and the Sword (Avon Romance);Sara Bennett;2002;Avon
60002700;The Rose and the Shield;Sara Bennett;2002;Avon
60002735;A Book of Hugs;Dave Ross;2001;HarperFestival
60004320;Raising Blaze: Bringing Up an Extraordinary Son in an Ordinary World;Debra Ginsberg;2002;HarperCollins Publishers
60004339;Raising Blaze : Bringing Up an Extraordinary Son in an Ordinary World;Debra Ginsberg;2003;Perennial Currents
60004401;A People's History of the American Revolution: How Common People Shaped the Fight for Independence;Ray Raphael;2002;Perennial
60004428;The Death Artist;Jonathan Santlofer;2003;HarperTorch
60004533;The Neal Pollack Anthology of American Literature: The Collected Writings of Neal Pollack;Neal Pollack;2002;Perennial
60004541;Adele : Jane Eyre's Hidden Story;Emma Tennant;2002;William Morrow
60004606;Dark End of the Street;Ace Atkins;2002;William Morrow
60004614;Dark End of the Street;Ace Atkins;2003;HarperTorch
60004622;Dirty South;Ace Atkins;2004;William Morrow
60004703;Engaged to Die : A Death on Demand Mystery (Death on Demand Mystery's);Carolyn Hart;2004;Avon
60004746;Murder Walks the Plank : A Death on Demand Mystery (Hart, Carolyn G);Carolyn Hart;2004;William Morrow
60004843;Fanny: A Fiction (White, Edmund);Edmund White;2003;Ecco
60005009;Elvis the Rooster Almost Goes to Heaven (I Can Read Book 3);Denys Cazet;2003;HarperCollins
60005025;Elvis the Rooster Almost Goes to Heaven (I Can Read Book 3);Denys Cazet;2004;HarperTrophy
60005327;That'll Do, Moss;Betty Levin;2002;Greenwillow Books
60005424;Lirael: Daughter of the Clayr;Garth Nix;2002;HarperTrophy
60005505;Six Wives: The Queens of Henry VIII;David Starkey;2004;Perennial
60005521;Nicola and the Viscount (An Avon True Romance);Meg Cabot;2002;Avon
60005548;Beyond Suspicion;James Grippando;2003;HarperTorch
60005556;Last to Die (Grippando, James);James Grippando;2003;HarperCollins
60005564;Last to Die;James Grippando;2004;HarperTorch
60005688;The Paradox of Choice: Why More Is Less;Barry Schwartz;2004;Ecco
60005726;Play Poker Like the Pros;Phil Hellmuth Jr.;2003;HarperResource
60005777;The Story of the Trapp Family Singers;Maria Augusta Trapp;2001;Perennial
60005890;My Life in the Pits: Living and Learning on the NASCAR Winston Cup Circuit;Ronda Rich;2002;HarperEntertainment
60005998;China Dawn: The Story of a Technology and Business Revolution;David Sheff;2002;HarperBusiness
60006048;Circle of Three #12: Written in the Stars (Circle of Three);Isobel Bird;2001;Avon
60006250;Rebels In Arms;Ben Weaver;2002;Eos
60006277;Front Porch Tales: Warm-Hearted Stories of Family, Faith, Laughter and Love;Philip Gulley;2001;Harper SanFrancisco
60006285;For Everything a Season: Simple Musings on Living Well;Philip Gulley;2001;Harper SanFrancisco
60006293;Home to Harmony;Philip Gulley;2002;Harper SanFrancisco
60006323;Just Shy of Harmony (Harmony);Philip Gulley;2002;Harper SanFrancisco
60006331;Signs and Wonders : A Harmony Novel;Philip Gulley;2003;HarperSanFrancisco
60006390;A Thousand Pieces of Gold : Growing Up Through China's Proverbs;Adeline Yen Mah;2002;HarperSanFrancisco
60006412;A Thousand Pieces of Gold : Growing Up Through China's Proverbs;Adeline Yen Mah;2003;HarperSanFrancisco
60006617;A Perfect Bride;Samantha James;2004;Avon
60006641;On Writing Well, 25th Anniversary : The Classic Guide to Writing Nonfiction (On Writing Well);William Zinsser;2001;HarperResource
60006765;Dresden : Tuesday, February 13, 1945;Frederick Taylor;2004;HarperCollins
60006781;Nature Via Nurture : Genes, Experience, and What Makes Us Human;Matt Ridley;2003;HarperCollins
60006870;Summerhouse, Later : Stories;Judith Hermann;2003;Ecco
60006897;Dirty Havana Trilogy : A Novel in Stories;Pedro Juan Gutierrez;2002;Ecco
60006919;The Last Alchemist : Count Cagliostro, Master of Magic in the Age of Reason;Iain McCalman;2004;Perennial
60007192;Lemony Snicket: The Unauthorized Autobiography;Lemony Snicket;2002;HarperCollins
60007206;Lemony Snicket: The Unauthorized Autobiography;Lemony Snicket;2002;HarperCollins
60007230;Someone Like Him (Avon Romance);Karen Kendall;2003;Avon
60007575;In Sunlight, in a Beautiful Garden : A Novel;Kathleen Cambor;2002;Perennial
60007583;Tidewater Blood;William Hoffman;2002;Perennial
60007672;Surviving Hitler : A Boy in the Nazi Death Camps;Andrea Warren;2002;HarperTrophy
60007737;The 22 Immutable Laws of Branding;Al Ries;2002;HarperBusiness
60007761;The Gulag Archipelago: 1918-1956;Aleksandr I. Solzhenitsyn;2002;Perennial
60007788;Finding Fish: A Memoir;Antwone Q. Fisher;2001;Perennial
60007826;Unholy Ghost: Writers on Depression;Nell Casey;2002;Perennial
60007834;Unnatural Fire : A Countess Ashby de la Zouche Mystery (Countess Ashby de La Zouche Mysteries);Fidelis Morgan;2002;Perennial
60007869;The Seven Stories of Love: How to Recognize Your Own Pattern of Love-And Choose Your Happy Ending;Marcia Millman;2002;Quill
60008024;Angels;Marian Keyes;2002;William Morrow
60008032;Angels;Marian Keyes;2003;HarperTorch
60008040;Choosing Happiness: Keys to a Joyful Life;Alexandra Stoddard;2002;HarperResource
60008121;Into Temptation;Kathryn Smith;2003;Avon
60008245;Running Scared;Elizabeth Lowell;2002;HarperAudio
60008296;Courting Trouble;Lisa Scottoline;2002;HarperAudio
60008350;The Shadows of Power: A Novel;James W. Huston;2002;"William Morrow &amp; Company"
60008369;The Shadows of Power;James W. Huston;2003;Avon Books
60008385;Secret Justice;James W. Huston;2004;Avon Books
60008490;Death in Dublin: A Novel of Suspense (Peter McGarr Mysteries (Hardcover));Bartholomew Gill;2002;"William Morrow &amp; Company"
60008725;Tishomingo Blues: A Novel;Elmore Leonard;2002;"William Morrow &amp; Company"
60008776;Pagan Babies;Elmore Leonard;2002;HarperTorch
60008784;Exit Strategies;Catherine Todd;2002;HarperTorch
60008865;Do No Harm;Gregg Hurwitz;2002;William Morrow
60008873;Do No Harm;Gregg Hurwitz;2003;HarperTorch
60008881;Power of 10: The Once-a-Week, Slow Motion Fitness Revolution;Adam Zickerman;2002;HarperResource
60008903;Until Death Do Us Part: My Struggle to Reclaim Colombia;Ingrid Betancourt;2001;Ecco
60008946;Dharma Punx: A Memoir;Noah Levine;2003;HarperSanFrancisco
60008954;Dharma Punx;Noah Levine;2004;HarperSanFrancisco
60009012;The Lost Son: A Life in Pursuit of Justice;Bernard B. Kerik;2001;Regan Books
60009225;Call Each River Jordan;Owen Parry;2002;HarperTorch
60009241;See Jane Score (Avon Romance);Rachel Gibson;2003;Avon
60009292;My Stroke of Luck;Kirk Douglas;2002;"William Morrow &amp; Company"
60009462;No Lifeguard on Duty: The Accidental Life of the World's First Supermodel;Janice Dickinson;2002;Regan Books
60009640;Crush Depth;Joe Buff;2002;William Morrow
60009659;Crush Depth;Joe Buff;2003;HarperTorch
60009667;Tidal Rip;Joe Buff;2003;William Morrow
60009802;One Hot Summer;Carolina Garcia-Aguilera;2002;Rayo
60009810;One Hot Summer;Carolina Garcia Aguilera;2003;Rayo
60011173;Tishomingo Blues;Elmore Leonard;2002;HarperAudio
60011416;Lab 257 : The Disturbing Story of the Government's Secret Plum Island Germ Laboratory;Michael C. Carroll;2004;William Morrow
60011483;The Chocolate Ship;Marissa Monteilh;2003;Avon Trade
60011572;Animal Liberation;Peter Singer;2001;Ecco
60011602;Robert Young Pelton's The World's Most Dangerous Places : 5th Edition (Robert Young Pelton the World's Most Dangerous Places, 5th ed);Robert Young Pelton;2003;HarperResource
60011610;The Parables of Peanuts;Robert L. Short;2002;HarperSanFrancisco
60011629;Republica de East LA, La : Cuentos;Luis J. Rodriguez;2003;Rayo
60011785;Men in Black II: The Movie Novel;Michael Teitelbaum;2002;HarperFestival
60011823;Bradbury, an Illustrated Life: A Journey to Far Metaphor;Jerry Weist;2002;"William Morrow &amp; Company"
60011904;Small Town : A Novel (Block, Lawrence);Lawrence Block;2003;William Morrow
60011912;Small Town;Lawrence Block;2003;HarperTorch
60011939;Veronika Decide Morir;Paulo Coelho;2001;Rayo
60011947;The Call: Discovering Why You Are Here;Oriah Mountain Dreamer;2003;HarperSanFrancisco
60012218;Geography Club;Brent Hartinger;2003;HarperTempest
60012331;The Amazing Maurice and His Educated Rodents;Terry Pratchett;2001;Harpercollins Juvenile Books
60012358;The Amazing Maurice and His Educated Rodents;Terry Pratchett;2003;HarperTrophy
60012366;The Wee Free Men (Bccb Blue Ribbon Fiction Books (Awards));Terry Pratchett;2003;HarperCollins
60012382;The Wee Free Men;Terry Pratchett;2004;HarperTrophy
60012528;Colditz: The Untold Story of World War II's Great Escapes;Henry Chancellor;2002;"William Morrow &amp; Company"
60012560;Two Plays for Voices CD;Neil Gaiman;2002;HarperAudio
60012609;Puppy Parenting : Everything You Need to Know About Your Puppy's First Year;Jan Greye;2002;Regan Books
60012730;The Joy of Gay Sex : Fully revised and expanded third edition;Charles Silverstein;2003;HarperResource
60012781;A Cook's Tour : Global Adventures in Extreme Cuisines;Anthony Bourdain;2002;Ecco
60012811;Patrick;Stephen R. Lawhead;2003;William Morrow
60012838;Let Us Eat Cake: Adventures in Food and Friendship;Sharon Boorstin;2002;Regan Books
60012862;Colditz: The Definitive History : The Untold Story of World War II's Great Escapes;Henry Chancellor;2003;Perennial
60012889;Sheltering Rain;Jojo Moyes;2002;"William Morrow &amp; Company"
60012897;Sheltering Rain;Jojo Moyes;2003;HarperTorch
60012900;Windfallen;Jojo Moyes;2003;William Morrow
60012919;Windfallen;Jojo Moyes;2004;HarperTorch
60013117;Night Watch;Terry Pratchett;2002;HarperCollins
60013125;Night Watch;Terry Pratchett;2003;HarperTorch
60013133;Going Postal : A Novel of Discworld (Pratchett, Terry);Terry Pratchett;2004;HarperCollins
60013249;Celtic Daily Prayer: Prayers and Readings From the Northumbria Community;Northumbria Community;2002;HarperSanFrancisco
60013486;Escape from Five Shadows;Elmore Leonard;2002;HarperTorch
60013494;The Law at Randado;Elmore Leonard;2002;HarperTorch
60013508;Gunsights;Elmore Leonard;2002;HarperTorch
60013524;Last Stand at Saber River;Elmore Leonard;2002;HarperTorch
60013974;Waterloo Station : A Novel (Grayson, Emily);Emily Grayson;2003;William Morrow
60014016;The Greatest Stories Never Told : 100 Tales from History to Astonish, Bewilder, and Stupefy;Rick Beyer;2003;HarperResource
60014040;My Stroke of Luck;Kirk Douglas;2003;Perennial Currents
60014091;Blindsided : Lifting a Life Above Illness: A Reluctant Memoir;Richard Cohen;2004;HarperCollins
60014156;Augusta, Gone: A True Story;Martha Tod Dudman;2002;Perennial
60014172;Child No More: A Memoir;Xaviera Hollander;2002;Regan Books
60014253;Sorcerers of the Nightwing (The Ravenscliff Series, Book 1);Geoffrey Huntington;2002;Regan Books
60014261;Sorcerers of the Nightwing (Ravenscliff Series);Geoffrey Huntington;2003;ReganBooks
60014318;kids are worth it! Revised Edition : Giving Your Child the Gift of Inner Discipline (Harperresource Book);Barbara Coloroso;2002;HarperResource
60014342;In the Wake of the Plague: The Black Death and the World It Made;Norman Cantor;2002;Perennial
60080485;The Kindling (The Fire-Us Trilogy, Book 1);Jennifer Armstrong;2002;HarperCollins
60080507;Fire-us #3: The Kiln (Fire-us);Jennifer Armstrong;2003;Eos
60080817;After;Francine Prose;2003;Joanna Cotler
60080841;The Stepford Wives;Ira Levin;2002;Perennial
60081198;Mr. Lincoln's Wars : A Novel in Thirteen Stories;Adam Braver;2004;Perennial
60081597;Dr. Atkins' New Diet Revolution, New and Revised Edition;Robert C. Atkins;2002;Perennial Currents
60081600;The Night Before Christmas (rpkg);Clement C. Moore;2003;HarperCollins
60081635;The Last of the Honky-tonk Angels : A Novel;Marsha Moyer;2003;William Morrow
60081651;The Second Coming of Lucy Hatch : A Novel;Marsha Moyer;2002;William Morrow
60081686;Sea Hunter;Paul Garrison;2003;HarperTorch
60081759;Queen of Christmas (rpkg) (Engelbreit, Mary. Ann Estelle Stories,);Mary Engelbreit;2003;HarperCollins
60081961;Once Upon a Town: The Miracle of the North Platte Canteen;Bob Greene;2002;William Morrow
60081988;The Fall of Advertising and the Rise of PR;Al Ries;2002;HarperBusiness
60082070;Mortal Engines (The Hungry City Chronicles);Philip Reeve;2003;Eos
60082135;Informant, The (Low Price);James Grippando;2002;HarperAudio
60082151;Be Cool;Elmore Leonard;2002;HarperTorch
60082178;Pronto;Elmore Leonard;2002;HarperTorch
60082186;Riding the Rap;Elmore Leonard;2002;HarperTorch
60082194;Rum Punch;Elmore Leonard;2002;HarperTorch
60082739;Gallows Thief;Bernard Cornwell;2002;HarperCollins Publishers
60082879;A Splendor of Letters : The Permanence of Books in an Impermanent World;Nicholas A. Basbanes;2003;HarperCollins
60082895;Captured Innocence (Avon Romantic Treasure);Susan Sizemore;2002;Avon
60082968;Thief of Time, A  Low Price;Tony Hillerman;2002;HarperAudio
60083247;Ties That Bind (Margolin, Phillip);Phillip Margolin;2003;HarperCollins
60083255;Ties That Bind: A Novel;Phillip Margolin;2004;HarperTorch
60083263;Sleeping Beauty (Margolin, Phillip);Phillip Margolin;2004;HarperCollins
60083298;The Dominant Blonde;Alisa Kwitney;2002;Avon Trade
60083425;Absolute Zero;Chuck Logan;2002;HarperAudio
60083689;So Little Time #1: How to Train a Boy (So Little Time, 1);"Mary-Kate &amp; Ashley Olsen";2002;HarperEntertainment
60083697;So Little Time #2: Instant Boyfriend (So Little Time, 2);"Mary-Kate &amp; Ashley Olsen";2002;HarperEntertainment
60083816;Don't Know Much About History : Everything You Need to Know About American History but Never Learned (Davis, Kenneth C. Don't Know Much.);Kenneth C. Davis;2003;HarperCollins
60083948;Tishomingo Blues;Elmore Leonard;2002;HarperTorch
60083956;Mr. Paradise:  A Novel;Elmore Leonard;2004;William Morrow
60083972;When the Women Come Out to Dance : Stories (Leonard, Elmore);Elmore Leonard;2002;William Morrow
60083999;52 Pickup;Elmore Leonard;2002;HarperTorch
60084022;The Big Bounce;Elmore Leonard;2003;HarperTorch
60084049;Cuba Libre;Elmore Leonard;2002;HarperTorch
60084057;Gold Coast;Elmore Leonard;2002;HarperTorch
60084065;The Hunted;Elmore Leonard;2003;HarperTorch
60084081;Maximum Bob;Elmore Leonard;2002;HarperTorch
60084286;Inner Gardening : A Seasonal Path to Inner Peace;Diane Dreher;2002;Perennial Currents
60084332;The Myth of the Great War : A New Military History of World War I;John Mosier;2002;Perennial
60084340;In Open Spaces;Russell Rowland;2002;Perennial
60084367;The Physics of Baseball (3rd Edition);Robert K. Adair;2002;Perennial
60084375;Somewhere South of Here: A Novel;William Kowalski;2002;Perennial
60084405;Bread Alone : A Novel;Judith R. Hendricks;2002;Perennial
60084413;The Shape of Things to Come;Maud Casey;2002;Perennial
60084448;Too Many Men : A Novel;Lily Brett;2002;Perennial
60084456;Chasing Rumi: A Fable About Finding the Heart's True Desire;Roger Housden;2002;HarperSanFrancisco
60084537;Sharpe's Prey : Richard Sharpe and the Expedition to Denmark, 1807;Bernard Cornwell;2003;Perennial
60084626;Trendwatching: Don't be Fooled by the Next Investment Fad, Mania, or Bubble;Ron Insana;2002;HarperBusiness
60084677;How to Shoot a Feature Film for Under $10,000 (And Not Go to Jail);Bret Stern;2002;HarperResource
60084707;A Scandalous Lady;Rachelle Morgan;2003;Avon
60085444;She Went All the Way (Avon Light Contemporary Romances);Meggin Cabot;2002;Avon
60085452;Boy Meets Girl;Meg Cabot;2004;Avon Trade
60085495;Island (Perennial Classics);Aldous Huxley;2002;Perennial
60085568;Charmed Lives: A Family Romance;Michael Korda;2002;Perennial
60085630;Stick;Elmore Leonard;2002;HarperTorch
60085843;Every Day's a Holiday : Amusing Rhymes for Happy Times;Dean Koontz;2003;HarperCollins
60085894;Frida : A Biography of Frida Kahlo;Hayden Herrera;2002;Perennial
60085924;Our Paris: Sketches from Memory;Edmund White;2002;Ecco
60085940;The Deadly Space Between : A Novel;Patricia Duncker;2003;Ecco
60086203;Planet of the Apes: The Fall (Planet of the Apes);William T. Quick;2002;HarperEntertainment
60086246;Last Chance Saloon;Marian Keyes;2003;Perennial
60086270;The Right Questions: Ten Essential Questions to Guide You to an Extraordinary Life;Debbie Ford;2003;HarperSanFrancisco
60086386;Filthy Rich;Dorothy Samuels;2002;Avon Trade
60086610;Lion, the Witch and the Wardrobe Spanish Edition, The;C. S. Lewis;2002;Rayo
60086629;Barracuda 945 (Robinson, Patrick);Patrick Robinson;2003;HarperCollins
60086637;Barracuda 945;Patrick Robinson;2004;HarperTorch
60086645;Scimitar SL-2 (Robinson, Patrick);Patrick Robinson;2004;HarperCollins
60086661;Lily Dale: The True Story of the Town that talks to the Dead;Christine Wicker;2003;HarperSanFrancisco
60087358;This Time Love : A Classic Love Story (Lowell, Elizabeth);Elizabeth Lowell;2002;William Morrow
60087374;Green Girls : A Novel of Suspense;Michael Kimball;2002;William Morrow
60087382;Green Girls;Michael Kimball;2003;HarperTorch
60087412;Screwball;David Ferrell;2003;William Morrow
60087439;Shattered Love: A Memoir;Richard Chamberlain;2003;Regan Books
60087471;Remarkable Changes : Turning Life's Challenges into Opportunities;Jane Seymour;2003;Regan Books
60087919;Shockproof Sydney Skate;Marijane Meaker;2002;Perennial
60088052;So Little Time #3: Too Good to Be True (So Little Time, 3);"Mary-Kate &amp; Ashley Olsen";2002;HarperEntertainment
60088060;So Little Time #4: Just Between Us (So Little Time, 4);"Mary-Kate &amp; Ashley Olsen";2002;HarperEntertainment
60088575;Solitaire;Kelley Eskridge;2002;Eos
60088613;Fire;Sebastian Junger;2002;Perennial
60088796;Lucky Girls : Stories;Nell Freudenberger;2003;Ecco
60088877;The Bridge of San Luis Rey (Perennial Classics);Thornton Wilder;2003;Perennial Classics
